AccidentUID,AccidentType,AccidentType_de,AccidentType_en,AccidentSeverityCategory,AccidentSeverityCategory_de,AccidentSeverityCategory_en,AccidentInvolvingPedestrian,AccidentInvolvingBicycle,AccidentInvolvingMotorcycle,RoadType,RoadType_de,RoadType_en,AccidentLocation_CHLV95_E,AccidentLocation_CHLV95_N,CantonCode,MunicipalityCode,AccidentYear,AccidentMonth,AccidentMonth_de,AccidentMonth_en,AccidentWeekDay,AccidentWeekDay_de,AccidentWeekDay_en,AccidentHour,AccidentHour_text
99AE12B0EE4C3060E0430A865E333060,at5,Überqueren der Fahrbahn,Accident when crossing the lane(s),as3,Unfall mit Leichtverletzten,Accident with light injuries,false,false,false,rt432,Hauptstrasse,Principal road,"2664064","1213427",LU,"1024","2011","1",Januar,January,aw406,Samstag,Saturday,"15",15h-16h
99AE2B69DB4570E8E0430A865E3370E8,at0,Schleuder- oder Selbstunfall,Accident with skidding or self-accident,as3,Unfall mit Leichtverletzten,Accident with light injuries,false,false,false,rt430,Autobahn,Motorway,"2664689","1214585",LU,"1024","2011","1",Januar,January,aw406,Samstag,Saturday,"17",17h-18h
99AE12B1276A3060E0430A865E333060,at0,Schleuder- oder Selbstunfall,Accident with skidding or self-accident,as3,Unfall mit Leichtverletzten,Accident with light injuries,false,false,false,rt434,Nebenanlage,Motorway side installation,"2648518","1203382",LU,"1002","2011","1",Januar,January,aw407,Sonntag,Sunday,"10",10h-11h
9BFF56394E12A07EE0430A865E33A07E,at0,Schleuder- oder Selbstunfall,Accident with skidding or self-accident,as3,Unfall mit Leichtverletzten,Accident with light injuries,false,false,false,rt432,Hauptstrasse,Principal road,"2659288","1223590",LU,"1081","2011","1",Januar,January,aw407,Sonntag,Sunday,"14",14h-15h
99AE2B6A150A70E8E0430A865E3370E8,at2,Auffahrunfall,Accident with rear-end collision,as3,Unfall mit Leichtverletzten,Accident with light injuries,false,false,false,rt430,Autobahn,Motorway,"2658938","1220177",LU,"1102","2011","1",Januar,January,aw403,Mittwoch,Wednesday,"07",07h-08h
99AE2B69DE2A70E8E0430A865E3370E8,at8,Fussgängerunfall,Accident involving pedestrian(s),as2,Unfall mit Schwerverletzten,Accident with severe injuries,true,false,false,rt432,Hauptstrasse,Principal road,"2664114","1209363",LU,"1059","2011","1",Januar,January,aw403,Mittwoch,Wednesday,"10",10h-11h
99AE7B253C7710B0E0430A865E3310B0,at2,Auffahrunfall,Accident with rear-end collision,as3,Unfall mit Leichtverletzten,Accident with light injuries,false,false,true,rt432,Hauptstrasse,Principal road,"2663054","1216782",LU,"1040","2011","1",Januar,January,aw403,Mittwoch,Wednesday,"18",18h-19h
99BA5D381E00D02AE0430A865E33D02A,at3,Abbiegeunfall,Accident when turning left or right,as2,Unfall mit Schwerverletzten,Accident with severe injuries,false,false,false,rt432,Hauptstrasse,Principal road,"2672365","1219779",LU,"1033","2011","1",Januar,January,aw404,Donnerstag,Thursday,"13",13h-14h
9AC554ACDDA38000E0430A865E338000,at0,Schleuder- oder Selbstunfall,Accident with skidding or self-accident,as3,Unfall mit Leichtverletzten,Accident with light injuries,false,false,false,rt432,Hauptstrasse,Principal road,"2651064","1226198",LU,"1099","2011","1",Januar,January,aw405,Freitag,Friday,"01",01h-02h
99BA5D383B96D02AE0430A865E33D02A,at8,Fussgängerunfall,Accident involving pedestrian(s),as2,Unfall mit Schwerverletzten,Accident with severe injuries,true,false,false,rt432,Hauptstrasse,Principal road,"2663985","1213215",LU,"1061","2011","1",Januar,January,aw405,Freitag,Friday,"07",07h-08h
9B25C4871C909022E0430A865E339022,at4,Einbiegeunfall,Accident when turning-into main road,as3,Unfall mit Leichtverletzten,Accident with light injuries,false,false,true,rt433,Nebenstrasse,Minor road,"2666153","1211303",LU,"1061","2011","1",Januar,January,aw405,Freitag,Friday,"21",21h-22h
9AC554ACDEE08000E0430A865E338000,at2,Auffahrunfall,Accident with rear-end collision,as3,Unfall mit Leichtverletzten,Accident with light injuries,false,false,false,rt432,Hauptstrasse,Principal road,"2657476","1228541",LU,"1081","2011","1",Januar,January,aw406,Samstag,Saturday,"13",13h-14h
99B6C7F328EFB044E0430A865E33B044,at0,Schleuder- oder Selbstunfall,Accident with skidding or self-accident,as2,Unfall mit Schwerverletzten,Accident with severe injuries,false,false,false,rt430,Autobahn,Motorway,"2640595","1229894",LU,"1125","2011","1",Januar,January,aw406,Samstag,Saturday,"14",14h-15h
9B35EDAD193DE00AE0430A865E33E00A,at0,Schleuder- oder Selbstunfall,Accident with skidding or self-accident,as3,Unfall mit Leichtverletzten,Accident with light injuries,false,false,false,rt432,Hauptstrasse,Principal road,"2663343","1216047",LU,"1040","2011","1",Januar,January,aw407,Sonntag,Sunday,"15",15h-16h
99AE7B25679D10B0E0430A865E3310B0,at4,Einbiegeunfall,Accident when turning-into main road,as3,Unfall mit Leichtverletzten,Accident with light injuries,false,false,false,rt432,Hauptstrasse,Principal road,"2643891","1222169",LU,"1128","2011","1",Januar,January,aw407,Sonntag,Sunday,"16",16h-17h
9B35EDAD1EF9E00AE0430A865E33E00A,at4,Einbiegeunfall,Accident when turning-into main road,as2,Unfall mit Schwerverletzten,Accident with severe injuries,false,false,false,rt432,Hauptstrasse,Principal road,"2670272","1216486",LU,"1053","2011","1",Januar,January,aw401,Montag,Monday,"20",20h-21h
9B71AB601D948092E0430A865E338092,at5,Überqueren der Fahrbahn,Accident when crossing the lane(s),as3,Unfall mit Leichtverletzten,Accident with light injuries,false,false,false,rt433,Nebenstrasse,Minor road,"2666168","1211785",LU,"1061","2011","1",Januar,January,aw402,Dienstag,Tuesday,"14",14h-15h
9C985CF7710A60C0E0430A865E3360C0,at8,Fussgängerunfall,Accident involving pedestrian(s),as2,Unfall mit Schwerverletzten,Accident with severe injuries,true,false,false,rt432,Hauptstrasse,Principal road,"2663991","1213203",LU,"1061","2011","1",Januar,January,aw402,Dienstag,Tuesday,"17",17h-18h
9EA9548660AB3002E0430A865E333002,at2,Auffahrunfall,Accident with rear-end collision,as3,Unfall mit Leichtverletzten,Accident with light injuries,false,false,false,rt432,Hauptstrasse,Principal road,"2666231","1210786",LU,"1061","2011","1",Januar,January,aw402,Dienstag,Tuesday,"18",18h-19h
9B9A41B03039E0F6E0430A865E33E0F6,at2,Auffahrunfall,Accident with rear-end collision,as3,Unfall mit Leichtverletzten,Accident with light injuries,false,false,false,rt432,Hauptstrasse,Principal road,"2663291","1214995",LU,"1024","2011","1",Januar,January,aw402,Dienstag,Tuesday,"19",19h-20h
9B2E8B25D5C29094E0430A865E339094,at3,Abbiegeunfall,Accident when turning left or right,as3,Unfall mit Leichtverletzten,Accident with light injuries,false,false,false,rt434,Nebenanlage,Motorway side installation,"2666728","1210404",LU,"1061","2011","1",Januar,January,aw403,Mittwoch,Wednesday,"07",07h-08h
9AF22726C64630BEE0430A865E3330BE,at6,Frontalkollision,Accident with head-on collision,as2,Unfall mit Schwerverletzten,Accident with severe injuries,false,false,false,rt432,Hauptstrasse,Principal road,"2660148","1215501",LU,"1024","2011","1",Januar,January,aw404,Donnerstag,Thursday,"06",06h-07h
9C87C10FB73A905EE0430A865E33905E,at1,Überholunfall oder Fahrstreifenwechsel,Accident when overtaking or changing lanes,as3,Unfall mit Leichtverletzten,Accident with light injuries,false,true,false,rt432,Hauptstrasse,Principal road,"2666220","1211811",LU,"1061","2011","1",Januar,January,aw404,Donnerstag,Thursday,"06",06h-07h
9B2EAC34C39000D8E0430A865E3300D8,at6,Frontalkollision,Accident with head-on collision,as3,Unfall mit Leichtverletzten,Accident with light injuries,false,false,false,rt432,Hauptstrasse,Principal road,"2640467","1231660",LU,"1140","2011","1",Januar,January,aw404,Donnerstag,Thursday,"16",16h-17h
9E30F39D35CA1058E0430A865E331058,at0,Schleuder- oder Selbstunfall,Accident with skidding or self-accident,as3,Unfall mit Leichtverletzten,Accident with light injuries,false,false,false,rt433,Nebenstrasse,Minor road,"2664599","1212960",LU,"1061","2011","1",Januar,January,aw405,Freitag,Friday,"08",08h-09h
9B6AD2E061F85096E0430A865E335096,at4,Einbiegeunfall,Accident when turning-into main road,as3,Unfall mit Leichtverletzten,Accident with light injuries,false,false,false,rt432,Hauptstrasse,Principal road,"2663808","1213852",LU,"1024","2011","1",Januar,January,aw405,Freitag,Friday,"13",13h-14h
9D0246C9D251803AE0430A865E33803A,at0,Schleuder- oder Selbstunfall,Accident with skidding or self-accident,as3,Unfall mit Leichtverletzten,Accident with light injuries,false,false,false,rt433,Nebenstrasse,Minor road,"2634780","1222233",LU,"1129","2011","1",Januar,January,aw406,Samstag,Saturday,"17",17h-18h
9BC2EA43E0BFC068E0430A865E33C068,at1,Überholunfall oder Fahrstreifenwechsel,Accident when overtaking or changing lanes,as3,Unfall mit Leichtverletzten,Accident with light injuries,false,false,false,rt432,Hauptstrasse,Principal road,"2665533","1212617",LU,"1061","2011","1",Januar,January,aw407,Sonntag,Sunday,"05",05h-06h
9C0BB9332AB30044E0430A865E330044,at2,Auffahrunfall,Accident with rear-end collision,as3,Unfall mit Leichtverletzten,Accident with light injuries,false,false,false,rt432,Hauptstrasse,Principal road,"2666852","1211964",LU,"1061","2011","1",Januar,January,aw407,Sonntag,Sunday,"15",15h-16h
9B71AB602F7D8092E0430A865E338092,at6,Frontalkollision,Accident with head-on collision,as2,Unfall mit Schwerverletzten,Accident with severe injuries,false,false,false,rt432,Hauptstrasse,Principal road,"2643559","1216829",LU,"1151","2011","1",Januar,January,aw407,Sonntag,Sunday,"16",16h-17h
9B2E8B25C52D9094E0430A865E339094,at0,Schleuder- oder Selbstunfall,Accident with skidding or self-accident,as2,Unfall mit Schwerverletzten,Accident with severe injuries,false,false,false,rt433,Nebenstrasse,Minor road,"2661160","1226529",LU,"1030","2011","1",Januar,January,aw401,Montag,Monday,"07",07h-08h
9BAC5E6104C170EAE0430A865E3370EA,at0,Schleuder- oder Selbstunfall,Accident with skidding or self-accident,as2,Unfall mit Schwerverletzten,Accident with severe injuries,false,true,false,rt432,Hauptstrasse,Principal road,"2667006","1210342",LU,"1061","2011","1",Januar,January,aw401,Montag,Monday,"09",09h-10h
9D759D9C97ECE01EE0430A865E33E01E,at8,Fussgängerunfall,Accident involving pedestrian(s),as3,Unfall mit Leichtverletzten,Accident with light injuries,true,false,false,rt433,Nebenstrasse,Minor road,"2666387","1211332",LU,"1061","2011","1",Januar,January,aw401,Montag,Monday,"16",16h-17h
9C87C10FB1E5905EE0430A865E33905E,at2,Auffahrunfall,Accident with rear-end collision,as3,Unfall mit Leichtverletzten,Accident with light injuries,false,false,false,rt432,Hauptstrasse,Principal road,"2668513","1219313",LU,"1033","2011","1",Januar,January,aw401,Montag,Monday,"18",18h-19h
9C89C584735E002EE0430A865E33002E,at2,Auffahrunfall,Accident with rear-end collision,as3,Unfall mit Leichtverletzten,Accident with light injuries,false,false,false,rt432,Hauptstrasse,Principal road,"2665770","1210992",LU,"1061","2011","1",Januar,January,aw401,Montag,Monday,"18",18h-19h
9B6AD2E064DE5096E0430A865E335096,at4,Einbiegeunfall,Accident when turning-into main road,as3,Unfall mit Leichtverletzten,Accident with light injuries,false,false,false,rt432,Hauptstrasse,Principal road,"2647968","1210347",LU,"1009","2011","1",Januar,January,aw402,Dienstag,Tuesday,"06",06h-07h
9BAC5E6103FF70EAE0430A865E3370EA,at0,Schleuder- oder Selbstunfall,Accident with skidding or self-accident,as3,Unfall mit Leichtverletzten,Accident with light injuries,false,true,false,rt433,Nebenstrasse,Minor road,"2662636","1215003",LU,"1024","2011","1",Januar,January,aw402,Dienstag,Tuesday,"12",12h-13h
9B71AB60312F8092E0430A865E338092,at2,Auffahrunfall,Accident with rear-end collision,as3,Unfall mit Leichtverletzten,Accident with light injuries,false,false,true,rt432,Hauptstrasse,Principal road,"2663760","1227282",LU,"1031","2011","1",Januar,January,aw402,Dienstag,Tuesday,"13",13h-14h
9B5D95E4609D20CCE0430A865E3320CC,at1,Überholunfall oder Fahrstreifenwechsel,Accident when overtaking or changing lanes,as3,Unfall mit Leichtverletzten,Accident with light injuries,false,false,false,rt430,Autobahn,Motorway,"2659677","1219089",LU,"1093","2011","1",Januar,January,aw402,Dienstag,Tuesday,"17",17h-18h
9D61D2D062B2000AE0430A865E33000A,at0,Schleuder- oder Selbstunfall,Accident with skidding or self-accident,as3,Unfall mit Leichtverletzten,Accident with light injuries,false,false,false,rt432,Hauptstrasse,Principal road,"2658865","1224799",LU,"1081","2011","1",Januar,January,aw403,Mittwoch,Wednesday,"19",19h-20h
9C8A788A64D1D020E0430A865E33D020,at5,Überqueren der Fahrbahn,Accident when crossing the lane(s),as3,Unfall mit Leichtverletzten,Accident with light injuries,false,false,false,rt433,Nebenstrasse,Minor road,"2663063","1209426",LU,"1059","2011","1",Januar,January,aw404,Donnerstag,Thursday,"20",20h-21h
9D75A63F42CAD0CEE0430A865E33D0CE,at6,Frontalkollision,Accident with head-on collision,as3,Unfall mit Leichtverletzten,Accident with light injuries,false,false,false,rt432,Hauptstrasse,Principal road,"2669806","1210367",LU,"1061","2011","1",Januar,January,aw404,Donnerstag,Thursday,"20",20h-21h
9F8672DB1CF64038E0430A865E334038,at0,Schleuder- oder Selbstunfall,Accident with skidding or self-accident,as3,Unfall mit Leichtverletzten,Accident with light injuries,false,false,false,rt430,Autobahn,Motorway,"2639636","1232012",LU,"1140","2011","1",Januar,January,aw404,Donnerstag,Thursday,"20",20h-21h
9C3BF9BE8C53200EE0430A865E33200E,at0,Schleuder- oder Selbstunfall,Accident with skidding or self-accident,as3,Unfall mit Leichtverletzten,Accident with light injuries,false,false,false,rt430,Autobahn,Motorway,"2665365","1213736",LU,"1054","2011","1",Januar,January,aw405,Freitag,Friday,"06",06h-07h
9B35EDAD49A6E00AE0430A865E33E00A,at0,Schleuder- oder Selbstunfall,Accident with skidding or self-accident,as3,Unfall mit Leichtverletzten,Accident with light injuries,false,false,true,rt433,Nebenstrasse,Minor road,"2647523","1224720",LU,"1091","2011","1",Januar,January,aw405,Freitag,Friday,"07",07h-08h
9C3BF9BE8E41200EE0430A865E33200E,at2,Auffahrunfall,Accident with rear-end collision,as3,Unfall mit Leichtverletzten,Accident with light injuries,false,false,false,rt432,Hauptstrasse,Principal road,"2665908","1214823",LU,"1024","2011","1",Januar,January,aw405,Freitag,Friday,"07",07h-08h
9C87C10FB92E905EE0430A865E33905E,at2,Auffahrunfall,Accident with rear-end collision,as3,Unfall mit Leichtverletzten,Accident with light injuries,false,false,false,rt432,Hauptstrasse,Principal road,"2661635","1219868",LU,"1037","2011","1",Januar,January,aw405,Freitag,Friday,"09",09h-10h
9DE2C98032B52006E0430A865E332006,at0,Schleuder- oder Selbstunfall,Accident with skidding or self-accident,as3,Unfall mit Leichtverletzten,Accident with light injuries,false,false,false,rt433,Nebenstrasse,Minor road,"2663481","1212120",LU,"1061","2011","1",Januar,January,aw405,Freitag,Friday,"17",17h-18h
9BE8B557FB0EB0BCE0430A865E33B0BC,at2,Auffahrunfall,Accident with rear-end collision,as3,Unfall mit Leichtverletzten,Accident with light injuries,false,false,false,rt430,Autobahn,Motorway,"2665050","1211974",LU,"1061","2011","1",Januar,January,aw406,Samstag,Saturday,"10",10h-11h
9D01E5279A3190ECE0430A865E3390EC,at2,Auffahrunfall,Accident with rear-end collision,as3,Unfall mit Leichtverletzten,Accident with light injuries,false,false,false,rt432,Hauptstrasse,Principal road,"2667624","1214102",LU,"1054","2011","1",Januar,January,aw401,Montag,Monday,"06",06h-07h
9B2E8B25CB889094E0430A865E339094,at4,Einbiegeunfall,Accident when turning-into main road,as3,Unfall mit Leichtverletzten,Accident with light injuries,false,false,false,rt432,Hauptstrasse,Principal road,"2672585","1219374",LU,"1065","2011","1",Januar,January,aw401,Montag,Monday,"09",09h-10h
9C0B87F8FD23209EE0430A865E33209E,at2,Auffahrunfall,Accident with rear-end collision,as3,Unfall mit Leichtverletzten,Accident with light injuries,false,false,false,rt430,Autobahn,Motorway,"2666519","1214647",LU,"1054","2011","1",Januar,January,aw402,Dienstag,Tuesday,"17",17h-18h
9C0B87F8FDC9209EE0430A865E33209E,at8,Fussgängerunfall,Accident involving pedestrian(s),as3,Unfall mit Leichtverletzten,Accident with light injuries,true,false,false,rt432,Hauptstrasse,Principal road,"2664751","1211828",LU,"1061","2011","1",Januar,January,aw402,Dienstag,Tuesday,"18",18h-19h
9B2EAC34BD1300D8E0430A865E3300D8,at8,Fussgängerunfall,Accident involving pedestrian(s),as2,Unfall mit Schwerverletzten,Accident with severe injuries,true,false,false,rt432,Hauptstrasse,Principal road,"2649950","1228840",LU,"1082","2011","1",Januar,January,aw403,Mittwoch,Wednesday,"06",06h-07h
9B6AEEA4765200D6E0430A865E3300D6,at00,Andere,Other,as3,Unfall mit Leichtverletzten,Accident with light injuries,false,true,false,rt433,Nebenstrasse,Minor road,"2653729","1209682",LU,"1009","2011","1",Januar,January,aw403,Mittwoch,Wednesday,"08",08h-09h
9C8A788A65F7D020E0430A865E33D020,at2,Auffahrunfall,Accident with rear-end collision,as3,Unfall mit Leichtverletzten,Accident with light injuries,false,false,false,rt432,Hauptstrasse,Principal road,"2665571","1214461",LU,"1024","2011","1",Januar,January,aw403,Mittwoch,Wednesday,"12",12h-13h
9C0B87F8FEA2209EE0430A865E33209E,at3,Abbiegeunfall,Accident when turning left or right,as3,Unfall mit Leichtverletzten,Accident with light injuries,false,true,false,rt432,Hauptstrasse,Principal road,"2666174","1211403",LU,"1061","2011","1",Januar,January,aw403,Mittwoch,Wednesday,"15",15h-16h
9C0BB9332F650044E0430A865E330044,at8,Fussgängerunfall,Accident involving pedestrian(s),as3,Unfall mit Leichtverletzten,Accident with light injuries,true,false,false,rt432,Hauptstrasse,Principal road,"2664828","1214099",LU,"1024","2011","1",Januar,January,aw403,Mittwoch,Wednesday,"18",18h-19h
9D417D00A3AC7030E0430A865E337030,at2,Auffahrunfall,Accident with rear-end collision,as3,Unfall mit Leichtverletzten,Accident with light injuries,false,false,false,rt432,Hauptstrasse,Principal road,"2661067","1209697",LU,"1059","2011","1",Januar,January,aw404,Donnerstag,Thursday,"10",10h-11h
9C27898C28E0B03AE0430A865E33B03A,at2,Auffahrunfall,Accident with rear-end collision,as3,Unfall mit Leichtverletzten,Accident with light injuries,false,false,false,rt432,Hauptstrasse,Principal road,"2650804","1225148",LU,"1103","2011","1",Januar,January,aw404,Donnerstag,Thursday,"18",18h-19h
9C0BA243AAD5A024E0430A865E33A024,at2,Auffahrunfall,Accident with rear-end collision,as3,Unfall mit Leichtverletzten,Accident with light injuries,false,false,false,rt432,Hauptstrasse,Principal road,"2665588","1210291",LU,"1061","2011","1",Januar,January,aw405,Freitag,Friday,"18",18h-19h
9C4D2EED5825803CE0430A865E33803C,at8,Fussgängerunfall,Accident involving pedestrian(s),as2,Unfall mit Schwerverletzten,Accident with severe injuries,true,false,false,rt433,Nebenstrasse,Minor road,"2665989","1211112",LU,"1061","2011","1",Januar,January,aw406,Samstag,Saturday,"18",18h-19h
9C0BB93337270044E0430A865E330044,at5,Überqueren der Fahrbahn,Accident when crossing the lane(s),as3,Unfall mit Leichtverletzten,Accident with light injuries,false,false,false,rt432,Hauptstrasse,Principal road,"2663938","1213389",LU,"1024","2011","1",Januar,January,aw407,Sonntag,Sunday,"01",01h-02h
9C221347EFE6D056E0430A865E33D056,at0,Schleuder- oder Selbstunfall,Accident with skidding or self-accident,as3,Unfall mit Leichtverletzten,Accident with light injuries,false,false,false,rt433,Nebenstrasse,Minor road,"2661561","1215525",LU,"1040","2011","1",Januar,January,aw401,Montag,Monday,"01",01h-02h
9CC5B7D0607DA04EE0430A865E33A04E,at8,Fussgängerunfall,Accident involving pedestrian(s),as3,Unfall mit Leichtverletzten,Accident with light injuries,true,false,false,rt432,Hauptstrasse,Principal road,"2679038","1207653",LU,"1068","2011","2",Februar,February,aw402,Dienstag,Tuesday,"06",06h-07h
9EA954865FE93002E0430A865E333002,at8,Fussgängerunfall,Accident involving pedestrian(s),as2,Unfall mit Schwerverletzten,Accident with severe injuries,true,false,false,rt432,Hauptstrasse,Principal road,"2664452","1224407",LU,"1031","2011","2",Februar,February,aw402,Dienstag,Tuesday,"07",07h-08h
A5B15E253FE8D078E0430A865E33D078,at2,Auffahrunfall,Accident with rear-end collision,as3,Unfall mit Leichtverletzten,Accident with light injuries,false,false,false,rt432,Hauptstrasse,Principal road,"2664378","1212511",LU,"1061","2011","2",Februar,February,aw402,Dienstag,Tuesday,"19",19h-20h
9C87C10FBB80905EE0430A865E33905E,at8,Fussgängerunfall,Accident involving pedestrian(s),as3,Unfall mit Leichtverletzten,Accident with light injuries,true,false,false,rt433,Nebenstrasse,Minor road,"2664751","1224429",LU,"1031","2011","2",Februar,February,aw403,Mittwoch,Wednesday,"10",10h-11h
9C5C5BB0901D0010E0430A865E330010,at3,Abbiegeunfall,Accident when turning left or right,as3,Unfall mit Leichtverletzten,Accident with light injuries,false,false,false,rt432,Hauptstrasse,Principal road,"2650930","1225649",LU,"1103","2011","2",Februar,February,aw404,Donnerstag,Thursday,"07",07h-08h
9DE29B029A8D70F0E0430A865E3370F0,at3,Abbiegeunfall,Accident when turning left or right,as3,Unfall mit Leichtverletzten,Accident with light injuries,false,false,true,rt432,Hauptstrasse,Principal road,"2666057","1212575",LU,"1061","2011","2",Februar,February,aw404,Donnerstag,Thursday,"11",11h-12h
9D7E08F858E70078E0430A865E330078,at1,Überholunfall oder Fahrstreifenwechsel,Accident when overtaking or changing lanes,as3,Unfall mit Leichtverletzten,Accident with light injuries,false,true,false,rt432,Hauptstrasse,Principal road,"2666151","1211511",LU,"1061","2011","2",Februar,February,aw404,Donnerstag,Thursday,"18",18h-19h
9DF3C50FA6236062E0430A865E336062,at4,Einbiegeunfall,Accident when turning-into main road,as3,Unfall mit Leichtverletzten,Accident with light injuries,false,false,false,rt432,Hauptstrasse,Principal road,"2671184","1217373",LU,"1065","2011","2",Februar,February,aw405,Freitag,Friday,"06",06h-07h
9D90E429C486C08AE0430A865E33C08A,at2,Auffahrunfall,Accident with rear-end collision,as3,Unfall mit Leichtverletzten,Accident with light injuries,false,false,false,rt430,Autobahn,Motorway,"2665050","1211978",LU,"1061","2011","2",Februar,February,aw406,Samstag,Saturday,"10",10h-11h
9C5CB06BF4A62024E0430A865E332024,at2,Auffahrunfall,Accident with rear-end collision,as3,Unfall mit Leichtverletzten,Accident with light injuries,false,false,false,rt430,Autobahn,Motorway,"2665107","1211201",LU,"1061","2011","2",Februar,February,aw406,Samstag,Saturday,"12",12h-13h
9C5CB06BEF7D2024E0430A865E332024,at2,Auffahrunfall,Accident with rear-end collision,as3,Unfall mit Leichtverletzten,Accident with light injuries,false,false,false,rt430,Autobahn,Motorway,"2665077","1211073",LU,"1061","2011","2",Februar,February,aw406,Samstag,Saturday,"12",12h-13h
9D02870DFB4680F8E0430A865E3380F8,at2,Auffahrunfall,Accident with rear-end collision,as3,Unfall mit Leichtverletzten,Accident with light injuries,false,false,false,rt430,Autobahn,Motorway,"2663663","1215023",LU,"1024","2011","2",Februar,February,aw406,Samstag,Saturday,"13",13h-14h
9F9DFE7D7DB440FAE0430A865E3340FA,at4,Einbiegeunfall,Accident when turning-into main road,as3,Unfall mit Leichtverletzten,Accident with light injuries,false,false,true,rt433,Nebenstrasse,Minor road,"2656651","1210538",LU,"1062","2011","2",Februar,February,aw406,Samstag,Saturday,"22",22h-23h
9DF3C50FAFDC6062E0430A865E336062,at0,Schleuder- oder Selbstunfall,Accident with skidding or self-accident,as3,Unfall mit Leichtverletzten,Accident with light injuries,false,false,false,rt433,Nebenstrasse,Minor road,"2652560","1229470",LU,"1100","2011","2",Februar,February,aw407,Sonntag,Sunday,"06",06h-07h
9E80CE292DD980D0E0430A865E3380D0,at0,Schleuder- oder Selbstunfall,Accident with skidding or self-accident,as2,Unfall mit Schwerverletzten,Accident with severe injuries,false,true,false,rt433,Nebenstrasse,Minor road,"2665287","1209908",LU,"1059","2011","2",Februar,February,aw407,Sonntag,Sunday,"13",13h-14h
9D597D96A5EFE006E0430A865E33E006,at4,Einbiegeunfall,Accident when turning-into main road,as3,Unfall mit Leichtverletzten,Accident with light injuries,false,false,false,rt432,Hauptstrasse,Principal road,"2651847","1210744",LU,"1098","2011","2",Februar,February,aw401,Montag,Monday,"06",06h-07h
9D9DC96D024500DCE0430A865E3300DC,at1,Überholunfall oder Fahrstreifenwechsel,Accident when overtaking or changing lanes,as3,Unfall mit Leichtverletzten,Accident with light injuries,false,true,false,rt432,Hauptstrasse,Principal road,"2653227","1220543",LU,"1094","2011","2",Februar,February,aw401,Montag,Monday,"08",08h-09h
9E30F39D38621058E0430A865E331058,at2,Auffahrunfall,Accident with rear-end collision,as3,Unfall mit Leichtverletzten,Accident with light injuries,false,false,false,rt433,Nebenstrasse,Minor road,"2641626","1224492",LU,"1143","2011","2",Februar,February,aw401,Montag,Monday,"11",11h-12h
9DF666928BD1700AE0430A865E33700A,at2,Auffahrunfall,Accident with rear-end collision,as3,Unfall mit Leichtverletzten,Accident with light injuries,false,false,false,rt432,Hauptstrasse,Principal road,"2666200","1212214",LU,"1061","2011","2",Februar,February,aw401,Montag,Monday,"16",16h-17h
9F9DFE7D7D0240FAE0430A865E3340FA,at8,Fussgängerunfall,Accident involving pedestrian(s),as3,Unfall mit Leichtverletzten,Accident with light injuries,true,false,false,rt432,Hauptstrasse,Principal road,"2666979","1220421",LU,"1026","2011","2",Februar,February,aw402,Dienstag,Tuesday,"06",06h-07h
9D597D96A24EE006E0430A865E33E006,at1,Überholunfall oder Fahrstreifenwechsel,Accident when overtaking or changing lanes,as3,Unfall mit Leichtverletzten,Accident with light injuries,false,true,false,rt433,Nebenstrasse,Minor road,"2666086","1210274",LU,"1061","2011","2",Februar,February,aw402,Dienstag,Tuesday,"07",07h-08h
9D61CFC510D1F054E0430A865E33F054,at2,Auffahrunfall,Accident with rear-end collision,as3,Unfall mit Leichtverletzten,Accident with light injuries,false,true,false,rt439,andere,Other,"2664760","1214074",LU,"1024","2011","2",Februar,February,aw403,Mittwoch,Wednesday,"16",16h-17h
9E3EC6EE53EA20DAE0430A865E3320DA,at4,Einbiegeunfall,Accident when turning-into main road,as3,Unfall mit Leichtverletzten,Accident with light injuries,false,false,false,rt432,Hauptstrasse,Principal road,"2642409","1219772",LU,"1151","2011","2",Februar,February,aw403,Mittwoch,Wednesday,"18",18h-19h
9F8977D09273C034E0430A865E33C034,at2,Auffahrunfall,Accident with rear-end collision,as3,Unfall mit Leichtverletzten,Accident with light injuries,false,false,false,rt432,Hauptstrasse,Principal road,"2651051","1224665",LU,"1103","2011","2",Februar,February,aw404,Donnerstag,Thursday,"08",08h-09h
9D174515222A0068E0430A865E330068,at6,Frontalkollision,Accident with head-on collision,as3,Unfall mit Leichtverletzten,Accident with light injuries,false,false,false,rt432,Hauptstrasse,Principal road,"2650025","1212907",LU,"1098","2011","2",Februar,February,aw404,Donnerstag,Thursday,"09",09h-10h
9D40A2D4227C4070E0430A865E334070,at8,Fussgängerunfall,Accident involving pedestrian(s),as3,Unfall mit Leichtverletzten,Accident with light injuries,true,false,false,rt432,Hauptstrasse,Principal road,"2663220","1214815",LU,"1024","2011","2",Februar,February,aw404,Donnerstag,Thursday,"15",15h-16h
9D417D00A18D7030E0430A865E337030,at1,Überholunfall oder Fahrstreifenwechsel,Accident when overtaking or changing lanes,as3,Unfall mit Leichtverletzten,Accident with light injuries,false,false,false,rt430,Autobahn,Motorway,"2665063","1213868",LU,"1024","2011","2",Februar,February,aw404,Donnerstag,Thursday,"19",19h-20h
